accession,length,kingdom,accurate_prediction,time_ms,miss_type,hit_type
U64961,50,Unknown Kingdom,False,72.39,FalseNeg,None
X53500,48,Unknown Kingdom,False,72.66,FalseNeg,None
1581447702,3,Unknown Kingdom,True,67.05,None,TrueNeg
1781382372,4,Eukaryota,True,66.53,None,TrueNeg
1685822098,2,Unknown Kingdom,True,66.23,None,TrueNeg
2XDB_G,40,Unknown Kingdom,False,69.12,FalseNeg,None
X13063,50,Viruses,False,70.83,FalseNeg,None
1474892503,2,Unknown Kingdom,True,67.04,None,TrueNeg
J02399,26,Viruses,False,67.46,FalseNeg,None
X03686,35,Viruses,True,70.06,None,TruePos
AY751778,26,Viruses,False,67.39,FalseNeg,None
L07937,41,Viruses,False,70.48,FalseNeg,None
D12505,33,Viruses,False,67.89,FalseNeg,None
170292391,7,Eukaryota,True,66.58,None,TrueNeg
723586934,6,Unknown Kingdom,True,66.55,None,TrueNeg
1914285340,8,Unknown Kingdom,True,66.48,None,TrueNeg
NC_011108,41,Viruses,False,69.76,FalseNeg,None
723586763,27,Unknown Kingdom,True,67.26,None,TrueNeg
AJ223596,41,Viruses,True,69.09,None,TruePos
U91413,42,Viruses,False,72.10,FalseNeg,None
1938945873,2,Viruses,False,71.69,FalseNeg,None
2072556357,7,Unknown Kingdom,True,67.91,None,TrueNeg
X02144,32,Viruses,False,68.56,FalseNeg,None
L07269,40,Viruses,False,70.35,FalseNeg,None
927774422,12,Unknown Kingdom,True,67.45,None,TrueNeg
AF117327,45,Eukaryota,False,71.90,FalseNeg,None
D30753,38,Viruses,True,69.09,None,TruePos
254839363,7,Unknown Kingdom,True,67.25,None,TrueNeg
EU787450,50,Viruses,False,71.96,FalseNeg,None
1033647785,10,Unknown Kingdom,True,66.89,None,TrueNeg
2281651776,11,Unknown Kingdom,True,67.35,None,TrueNeg
1285033719,7,Unknown Kingdom,True,67.39,None,TrueNeg
AF035201,42,Viruses,False,69.69,FalseNeg,None
157884250,9,Unknown Kingdom,True,66.57,None,TrueNeg
558705015,21,Unknown Kingdom,True,66.67,None,TrueNeg
988087248,6,Unknown Kingdom,True,66.47,None,TrueNeg
X14764,11,Unknown Kingdom,False,66.27,FalseNeg,None
157883684,6,Unknown Kingdom,True,66.45,None,TrueNeg
M20301,25,Viruses,False,67.01,FalseNeg,None
1111652283,15,Unknown Kingdom,False,66.32,FalseNeg,None
V01104,48,Viruses,False,71.83,FalseNeg,None
4389459,8,Unknown Kingdom,True,66.72,None,TrueNeg
1000232475,8,Unknown Kingdom,True,66.41,None,TrueNeg
X16378,41,Viruses,False,69.14,FalseNeg,None
J02413,32,Viruses,False,69.85,FalseNeg,None
342351159,17,Unknown Kingdom,True,67.82,None,TrueNeg
1214654052,14,Unknown Kingdom,True,67.29,None,TrueNeg
5542559,7,Unknown Kingdom,True,66.40,None,TrueNeg
1752309887,8,Eukaryota,True,66.60,None,TrueNeg
2367145068,33,Unknown Kingdom,True,67.96,None,TrueNeg
U64952,50,Unknown Kingdom,False,71.90,FalseNeg,None
U30944,37,Viruses,False,68.38,FalseNeg,None
V00099,26,Viruses,True,67.56,None,TruePos
82407872,11,Unknown Kingdom,True,66.96,None,TrueNeg
2665695868,12,Unknown Kingdom,True,66.47,None,TrueNeg
78101203,26,Unknown Kingdom,False,67.55,FalseNeg,None
304445962,10,Unknown Kingdom,True,66.81,None,TrueNeg
1153684319,14,Unknown Kingdom,True,66.61,None,TrueNeg
126030507,8,Unknown Kingdom,True,66.78,None,TrueNeg
X03854,33,Viruses,True,67.82,None,TruePos
551702066,9,Unknown Kingdom,True,66.91,None,TrueNeg
U34586,22,Viruses,False,67.38,FalseNeg,None
JX848617,44,Viruses,True,70.07,None,TruePos
939186253,10,Eukaryota,True,66.38,None,TrueNeg
X81639,40,Viruses,True,69.73,None,TruePos
M31182,18,Viruses,False,66.73,FalseNeg,None
1781382364,3,Eukaryota,True,66.46,None,TrueNeg
2254017694,23,Eukaryota,True,66.88,None,TrueNeg
NC_000874,43,Viruses,False,68.72,FalseNeg,None
Y07496,39,Viruses,False,68.27,FalseNeg,None
927774420,12,Unknown Kingdom,True,67.02,None,TrueNeg
AY593751,30,Viruses,True,67.46,None,TruePos
1938910698,2,Unknown Kingdom,True,66.55,None,TrueNeg
40889311,10,Unknown Kingdom,True,66.30,None,TrueNeg
3745833,12,Unknown Kingdom,True,66.68,None,TrueNeg
2095359705,13,Bacteria,True,66.56,None,TrueNeg
AF146278,28,Viruses,True,67.32,None,TruePos
J02513,28,Unknown Kingdom,False,67.41,FalseNeg,None
D38444,37,Viruses,False,68.31,FalseNeg,None
AF035200,42,Viruses,False,69.18,FalseNeg,None
2245356138,8,Unknown Kingdom,True,66.47,None,TrueNeg
2500114411,12,Unknown Kingdom,True,66.69,None,TrueNeg
1784437938,7,Unknown Kingdom,True,66.55,None,TrueNeg
951272585,32,Unknown Kingdom,True,68.17,None,TrueNeg
2211073430,12,Unknown Kingdom,True,66.39,None,TrueNeg
U64512,41,Viruses,False,68.92,FalseNeg,None
AY593807,25,Viruses,True,67.02,None,TruePos
256032678,6,Unknown Kingdom,True,66.36,None,TrueNeg
1023176389,8,Unknown Kingdom,True,66.52,None,TrueNeg
L25299,39,Viruses,False,67.97,FalseNeg,None
X99149,40,Viruses,False,70.48,FalseNeg,None
EF467822,41,Viruses,False,69.90,FalseNeg,None
2431412813,12,Unknown Kingdom,True,68.82,None,TrueNeg
1581447438,18,Bacteria,True,67.19,None,TrueNeg
756142651,3,Unknown Kingdom,True,69.09,None,TrueNeg
34810631,6,Unknown Kingdom,True,66.95,None,TrueNeg
1285033643,18,Unknown Kingdom,True,67.29,None,TrueNeg
1983831438,20,Eukaryota,True,69.19,None,TrueNeg
2618981943,5,Unknown Kingdom,True,66.86,None,TrueNeg
AJ238799,34,Viruses,False,67.48,FalseNeg,None
GU245693,50,Viruses,False,72.89,FalseNeg,None
1806061731,4,Eukaryota,True,66.58,None,TrueNeg
2431412803,14,Unknown Kingdom,True,66.62,None,TrueNeg
2046389004,8,Bacteria,True,66.57,None,TrueNeg
M81486,35,Viruses,False,68.68,FalseNeg,None
939186687,19,Eukaryota,True,66.72,None,TrueNeg
918453205,9,Unknown Kingdom,True,66.51,None,TrueNeg
358439716,10,Unknown Kingdom,True,66.32,None,TrueNeg
394986302,4,Unknown Kingdom,True,66.46,None,TrueNeg
510102159,11,Unknown Kingdom,True,66.47,None,TrueNeg
Y16104,40,Viruses,False,69.14,FalseNeg,None
D00530,39,Viruses,False,68.27,FalseNeg,None
AF035633,40,Viruses,False,69.46,FalseNeg,None
Z66493,41,Viruses,True,70.81,None,TruePos
M81861,25,Viruses,False,67.75,FalseNeg,None
Z97873,41,Viruses,True,70.29,None,TruePos
1209040501,12,Unknown Kingdom,True,67.35,None,TrueNeg
224510941,6,Unknown Kingdom,True,66.74,None,TrueNeg
2512655930,14,Unknown Kingdom,False,66.84,FalseNeg,None
347447390,16,Unknown Kingdom,True,66.76,None,TrueNeg
M62321,12,Viruses,False,66.69,FalseNeg,None
X00871,25,Viruses,True,67.40,None,TruePos
288563035,6,Unknown Kingdom,True,66.42,None,TrueNeg
1685822094,2,Unknown Kingdom,True,66.67,None,TrueNeg
X69721,47,Viruses,False,71.51,FalseNeg,None
X04415,42,Viruses,False,70.46,FalseNeg,None
U15440,47,Viruses,True,71.73,None,TruePos
NC_001555,21,Viruses,True,67.65,None,TruePos
V01416,11,Unknown Kingdom,False,66.51,FalseNeg,None
1790883287,3,Bacteria,True,66.71,None,TrueNeg
E05133,46,Bacteria,False,71.14,FalseNeg,None
X78602,40,Viruses,False,69.49,FalseNeg,None
1685822090,2,Unknown Kingdom,True,69.67,None,TrueNeg
NC_002598,38,Viruses,True,69.81,None,TruePos
L02971,35,Viruses,True,68.51,None,TruePos
316983326,8,Unknown Kingdom,True,67.01,None,TrueNeg
NC_003546,70,Viruses,False,88.48,FalseNeg,None
AJ557128,57,Viruses,False,75.42,FalseNeg,None
2045490163,66,Viruses,True,80.30,None,TruePos
U68074,52,Bacteria,False,73.88,FalseNeg,None
AB084788,60,Viruses,False,77.01,FalseNeg,None
NC_003480,65,Viruses,False,78.99,FalseNeg,None
GU182410,60,Viruses,False,77.25,FalseNeg,None
U27345,55,Unknown Kingdom,False,74.30,FalseNeg,None
NC_003453,63,Viruses,False,77.40,FalseNeg,None
453056070,67,Unknown Kingdom,False,80.31,FalseNeg,None
BK006878,82,Unknown Kingdom,False,92.95,FalseNeg,None
X02543,60,Bacteria,False,76.48,FalseNeg,None
2QWY,52,Unknown Kingdom,False,72.10,FalseNeg,None
AF037268,75,Viruses,False,85.61,FalseNeg,None
CY014592,64,Viruses,False,77.34,FalseNeg,None
JN088541,60,Viruses,False,74.46,FalseNeg,None
NC_003833,70,Viruses,False,83.81,FalseNeg,None
M54993,61,Viruses,False,76.58,FalseNeg,None
NC_006568,65,Viruses,False,79.83,FalseNeg,None
AF283103,62,Viruses,True,75.69,None,TruePos
BK006879,81,Unknown Kingdom,False,92.37,FalseNeg,None
AF178440,64,Viruses,False,80.53,FalseNeg,None
NC_008708,65,Viruses,False,78.18,FalseNeg,None
J02638,67,Bacteria,False,81.50,FalseNeg,None
D10032,62,Viruses,True,79.22,None,TruePos
X93351,72,Viruses,False,83.96,FalseNeg,None
AF218039,64,Viruses,False,78.21,FalseNeg,None
M11841,52,Viruses,False,70.90,FalseNeg,None
AJ557129,57,Viruses,False,73.02,FalseNeg,None
M26927,61,Viruses,False,76.81,FalseNeg,None
M33854,73,Viruses,False,81.38,FalseNeg,None
M29095,84,Viruses,False,87.69,FalseNeg,None
NC_001437,57,Viruses,False,75.81,FalseNeg,None
AF183905,67,Viruses,False,79.20,FalseNeg,None
NC_001452,68,Viruses,False,79.06,FalseNeg,None
BK006885,63,Unknown Kingdom,False,78.19,FalseNeg,None
AJ006464,66,Eukaryota,False,77.69,FalseNeg,None
4QK9_A,75,Unknown Kingdom,False,86.47,FalseNeg,None
AF339486,70,Viruses,False,83.87,FalseNeg,None
NC_000913,64,Bacteria,False,79.07,FalseNeg,None
J02415,67,Viruses,False,80.37,FalseNeg,None
BK006895,67,Viruses,True,78.81,None,TruePos
U17391,60,Viruses,False,77.44,FalseNeg,None
J01998,62,Viruses,False,77.75,FalseNeg,None
M16632,55,Viruses,False,74.47,FalseNeg,None
AJ537493,62,Viruses,False,79.29,FalseNeg,None
BK006881,60,Unknown Kingdom,False,76.06,FalseNeg,None
NC_008038,63,Viruses,True,77.59,None,TruePos
CP009796,75,Unknown Kingdom,False,87.05,FalseNeg,None
AJ508757,59,Viruses,False,73.97,FalseNeg,None
BK006891,60,Unknown Kingdom,False,74.75,FalseNeg,None
D10706,70,Unknown Kingdom,False,82.16,FalseNeg,None
X57540,63,Viruses,False,77.40,FalseNeg,None
BK006880,82,Unknown Kingdom,False,90.75,FalseNeg,None
NW_876250,70,Unknown Kingdom,False,85.48,FalseNeg,None
U64955,60,Unknown Kingdom,False,75.55,FalseNeg,None
AB017037,64,Viruses,False,78.89,FalseNeg,None
BK006890,77,Unknown Kingdom,True,90.12,None,TruePos
AJ428554,61,Viruses,False,81.19,FalseNeg,None
BK006884,78,Unknown Kingdom,True,90.69,None,TruePos
S63967,70,Unknown Kingdom,True,80.58,None,TruePos
NC_000943,60,Viruses,False,78.61,FalseNeg,None
M28718,53,Unknown Kingdom,False,72.05,FalseNeg,None
4QK8_A,70,Unknown Kingdom,False,83.82,FalseNeg,None
BK006894,69,Unknown Kingdom,False,82.26,FalseNeg,None
BK006883,66,Unknown Kingdom,False,78.31,FalseNeg,None
AF053964,63,Bacteria,False,77.34,FalseNeg,None
DQ860839,66,Viruses,False,78.00,FalseNeg,None
BK006893,60,Unknown Kingdom,False,76.68,FalseNeg,None
BK006887,64,Unknown Kingdom,True,79.14,None,TruePos
NC_006551,60,Viruses,False,78.46,FalseNeg,None
J01353,51,Unknown Kingdom,False,72.86,FalseNeg,None
M96262,71,Viruses,False,84.92,FalseNeg,None
DQ811784,56,Viruses,False,76.24,FalseNeg,None
BK006897,88,Unknown Kingdom,True,97.29,None,TruePos
BK006886,64,Unknown Kingdom,True,78.08,None,TruePos
M10228,60,Viruses,False,77.22,FalseNeg,None
AF436853,76,Unknown Kingdom,False,88.48,FalseNeg,None
NC_011807,63,Viruses,False,77.62,FalseNeg,None
AY274504,55,Viruses,False,74.27,FalseNeg,None
NC_011553,65,Viruses,False,78.96,FalseNeg,None
AJ439690,62,Viruses,False,75.82,FalseNeg,None
BK006896,76,Unknown Kingdom,False,85.41,FalseNeg,None
BK006882,70,Unknown Kingdom,False,79.41,FalseNeg,None
U68079,55,Unknown Kingdom,False,72.54,FalseNeg,None
AB021078,63,Bacteria,False,76.06,FalseNeg,None
U21932,73,Unknown Kingdom,False,85.00,FalseNeg,None
U64957,65,Unknown Kingdom,False,80.81,FalseNeg,None
AF014388,64,Viruses,True,79.40,None,TruePos
3NPQ,54,Unknown Kingdom,False,73.11,FalseNeg,None
NC_008516,82,Viruses,False,96.44,FalseNeg,None
BK006892,60,Unknown Kingdom,False,76.16,FalseNeg,None
AY898809,57,Viruses,False,76.70,FalseNeg,None
Z54144,75,Eukaryota,False,83.27,FalseNeg,None
U31465,70,Unknown Kingdom,False,83.31,FalseNeg,None
AF022937,62,Viruses,False,76.18,FalseNeg,None
BK006889,68,Unknown Kingdom,True,81.19,None,TruePos
L13218,77,Viruses,False,89.18,FalseNeg,None
AB006531,64,Viruses,False,76.59,FalseNeg,None
AF033820,54,Viruses,False,71.24,FalseNeg,None
V00291,53,Bacteria,False,72.01,FalseNeg,None
4QLM_A,70,Unknown Kingdom,False,80.39,FalseNeg,None
NC_006066,55,Viruses,False,73.38,FalseNeg,None
NC_003570,73,Viruses,False,85.32,FalseNeg,None
NC_005854,65,Viruses,False,83.98,FalseNeg,None
NC_004718,82,Viruses,True,96.51,None,TruePos
NC_009942,55,Viruses,False,75.24,FalseNeg,None
NM_013364,60,Eukaryota,False,74.46,FalseNeg,None
NC_003810,70,Viruses,False,82.29,FalseNeg,None
M63666,73,Viruses,False,83.00,FalseNeg,None
X64659,60,Unknown Kingdom,False,75.42,FalseNeg,None
X04451,89,Viruses,True,101.21,None,TruePos
NM_000579,65,Eukaryota,False,82.40,FalseNeg,None
M12294,96,Viruses,False,108.31,FalseNeg,None
AB085612,56,Viruses,False,72.73,FalseNeg,None
K01803,62,Viruses,False,75.21,FalseNeg,None
AY700211,56,Viruses,True,75.48,None,TruePos
AF033811,61,Viruses,False,75.75,FalseNeg,None
AF315122,70,Viruses,False,85.88,FalseNeg,None
NC_004364,63,Viruses,False,78.48,FalseNeg,None
M28621,70,Eukaryota,False,80.24,FalseNeg,None
NC_009536,70,Viruses,True,83.52,None,TruePos
AB040749,60,Viruses,False,75.43,FalseNeg,None
BK006888,68,Unknown Kingdom,False,81.88,FalseNeg,None
U16304,66,Viruses,False,80.56,FalseNeg,None
AF046869,72,Viruses,False,85.77,FalseNeg,None
NC_003844,60,Viruses,True,76.59,None,TruePos
2451791315,377,Eukaryota,False,2986.88,FalsePos,None
K01778,116,Viruses,False,145.91,FalseNeg,None
J00219,120,Eukaryota,False,153.70,FalseNeg,None
M28818,134,Viruses,True,189.54,None,TruePos
Z46351,105,Viruses,False,123.55,FalseNeg,None
V01197,128,Viruses,False,169.81,FalseNeg,None
M21464,133,Viruses,True,183.58,None,TruePos
K03542,113,Viruses,False,132.93,FalseNeg,None
AF221907,121,Eukaryota,False,149.10,FalseNeg,None
